update,samples,time,sps,policy_prog,bot_prog,snap_prog,policy_win,bot_win,snap_win,early_finish,length,avg_group,alliances,alliance_dur,alliances_long,group_banks,remerge_fast,merges,leaves,spills,banks,ent_move,ent_join,ent_leave,ent_intent,p_join_solo,p_join_grouped,p_leave_grouped,p_intent_change,ev,vloss,ploss,kl,epochs_run
128,3347261,766,3849,0.636,0.353,nan,1.5,0.0,nan,0.0,240.0,1.81,32.0,18.2,15.0,12.0,0.0,20.0,19.0,20.0,29.0,0.775,0.659,0.121,0.962,0.593,0.572,0.153,0.8,0.808,0.0225,-0.0043,0.0147,3
129,3371561,771,5035,0.697,0.601,0.68,0.8,1.8,0.0,0.2,232.9,1.4,31.2,9.5,8.0,1.0,0.0,25.6,24.6,14.0,38.2,0.757,0.658,0.114,0.939,0.612,0.555,0.171,0.804,0.657,0.0424,0.0012,0.0134,2
130,3395615,776,4228,0.663,0.525,0.51,1.41,1.09,0.0,0.1,239.1,1.39,29.3,9.6,7.7,3.3,0.0,23.7,22.8,17.6,37.1,0.771,0.665,0.108,0.988,0.589,0.55,0.167,0.813,0.531,0.0992,-0.0014,0.018,3
131,3419652,782,4111,0.683,0.568,0.708,1.12,0.75,1.03,0.15,238.4,1.35,28.8,9.3,7.7,2.2,0.0,23.7,22.5,18.2,40.6,0.764,0.671,0.104,0.982,0.569,0.539,0.15,0.822,0.544,0.1543,-0.0005,0.0198,3
132,3443679,788,3935,0.684,0.558,0.681,0.93,1.07,1.07,0.01,240.0,1.39,30.1,9.9,7.8,9.4,0.0,24.3,23.1,18.5,44.4,0.743,0.678,0.07,1.176,0.523,0.526,0.136,0.781,0.313,0.4522,-0.002,0.0135,3
133,3467743,795,3878,,,,,,,,,,,,,,,,,,,0.716,0.68,0.077,1.107,0.514,0.488,0.104,0.773,0.932,0.01,-0.0047,0.0125,3
134,3491807,801,4019,,,,,,,,,,,,,,,,,,,0.716,0.676,0.092,1.138,0.512,0.495,0.146,0.79,0.91,0.0195,-0.0029,0.0135,3
135,3515871,807,3980,,,,,,,,,,,,,,,,,,,0.714,0.676,0.074,1.182,0.525,0.491,0.139,0.802,0.916,0.0151,-0.0047,0.0124,3
136,3539935,813,3884,,,,,,,,,,,,,,,,,,,0.715,0.675,0.08,1.161,0.536,0.48,0.153,0.805,0.931,0.011,-0.0042,0.0128,3
137,3563999,819,3865,,,,,,,,,,,,,,,,,,,0.752,0.676,0.072,1.19,0.543,0.511,0.141,0.811,0.914,0.0141,-0.0048,0.0123,3
138,3588063,826,3792,,,,,,,,,,,,,,,,,,,0.758,0.676,0.08,1.123,0.558,0.517,0.135,0.808,0.929,0.0101,-0.0061,0.0116,3
139,3612127,832,3902,,,,,,,,,,,,,,,,,,,0.775,0.677,0.082,1.087,0.559,0.52,0.13,0.813,0.916,0.0124,-0.0067,0.0107,3
140,3636191,838,3932,,,,,,,,,,,,,,,,,,,0.758,0.676,0.088,1.108,0.564,0.499,0.164,0.819,0.91,0.0128,-0.0042,0.012,3
141,3660255,844,3895,,,,,,,,,,,,,,,,,,,0.783,0.682,0.078,1.123,0.551,0.509,0.14,0.825,0.936,0.0081,-0.0074,0.0118,3
142,3684346,850,3829,0.639,0.338,0.819,0.0,0.0,3.0,0.0,240.0,1.09,8.0,8.3,3.0,0.0,0.0,8.0,8.0,6.0,32.0,0.799,0.681,0.084,1.065,0.542,0.497,0.138,0.83,0.905,0.0117,-0.0066,0.012,3
143,3708602,857,3802,,,,,,,,,,,,,,,,,,,0.816,0.68,0.075,1.088,0.538,0.499,0.135,0.829,0.92,0.0109,-0.0061,0.011,3
144,3732858,863,3734,,,,,,,,,,,,,,,,,,,0.84,0.679,0.083,0.995,0.554,0.518,0.108,0.821,0.932,0.0092,-0.0062,0.0115,3
145,3757050,870,3843,0.645,0.836,0.619,0.67,3.0,0.86,0.33,239.7,1.32,29.0,7.9,8.3,1.7,0.0,24.0,23.3,17.7,38.3,0.86,0.674,0.1,0.985,0.578,0.527,0.125,0.823,0.752,0.0245,-0.0016,0.0136,3
146,3781160,876,3872,0.756,0.576,0.739,0.67,2.0,0.0,0.0,240.0,1.47,39.0,8.9,9.3,13.3,0.0,30.3,29.3,16.7,52.0,0.832,0.666,0.094,0.975,0.587,0.522,0.125,0.821,0.785,0.0251,-0.0028,0.0137,3
147,3805160,882,3814,0.495,0.535,0.67,0.0,1.5,2.0,0.5,232.7,1.45,20.5,15.1,6.0,8.5,0.0,17.0,16.0,12.0,33.5,0.782,0.666,0.108,0.921,0.596,0.521,0.139,0.828,0.915,0.0187,-0.0064,0.011,3
148,3829155,888,3828,0.67,0.501,0.761,0.57,2.4,1.2,0.0,240.0,1.36,37.7,7.0,7.0,3.8,0.0,30.3,29.2,26.8,46.3,0.781,0.664,0.119,0.902,0.609,0.541,0.146,0.838,0.711,0.043,-0.002,0.0154,3
149,3853144,893,5248,0.708,0.592,0.722,0.63,0.92,1.71,0.25,234.7,1.4,37.6,7.9,8.2,3.0,0.0,30.4,29.0,21.3,45.1,0.791,0.665,0.113,0.933,0.614,0.54,0.147,0.832,0.703,0.0721,-0.0002,0.0167,2
150,3877102,899,3808,0.646,0.434,0.663,0.87,0.55,1.85,0.0,240.0,1.37,28.7,12.2,6.5,10.6,0.0,23.3,22.2,16.3,45.0,0.803,0.672,0.112,0.94,0.6,0.535,0.143,0.833,0.674,0.1078,-0.0028,0.0162,3
151,3900524,906,3578,0.65,0.483,0.631,1.08,0.86,0.98,0.0,240.0,1.37,30.2,9.6,7.7,9.3,0.0,24.6,23.4,19.3,43.6,0.782,0.676,0.073,1.117,0.563,0.516,0.103,0.801,0.168,0.3471,-0.0009,0.0151,3
152,3923884,913,3463,,,,,,,,,,,,,,,,,,,0.779,0.678,0.087,1.051,0.552,0.516,0.129,0.801,0.948,0.0118,-0.0041,0.0126,3
153,3947244,919,3549,,,,,,,,,,,,,,,,,,,0.767,0.674,0.082,1.125,0.557,0.529,0.182,0.813,0.938,0.0178,-0.005,0.0121,3
154,3970604,926,3710,,,,,,,,,,,,,,,,,,,0.799,0.676,0.069,1.127,0.565,0.536,0.133,0.811,0.951,0.0108,-0.0044,0.013,3
155,3993964,932,3645,,,,,,,,,,,,,,,,,,,0.799,0.673,0.089,1.047,0.571,0.524,0.148,0.819,0.942,0.0129,-0.0058,0.0134,3
156,4017324,938,3752,,,,,,,,,,,,,,,,,,,0.811,0.675,0.077,1.072,0.582,0.527,0.13,0.83,0.947,0.0117,-0.0045,0.0141,3
157,4040684,945,3692,,,,,,,,,,,,,,,,,,,0.789,0.672,0.082,1.015,0.573,0.543,0.124,0.829,0.942,0.0114,-0.0067,0.0121,3
158,4064044,951,3735,,,,,,,,,,,,,,,,,,,0.81,0.673,0.085,1.013,0.588,0.551,0.116,0.821,0.936,0.0132,-0.0059,0.0105,3
159,4087404,957,3651,,,,,,,,,,,,,,,,,,,0.814,0.663,0.09,1.028,0.589,0.54,0.131,0.826,0.934,0.0125,-0.0048,0.012,3
160,4110764,964,3359,,,,,,,,,,,,,,,,,,,0.823,0.665,0.089,1.016,0.602,0.551,0.122,0.828,0.942,0.011,-0.0051,0.0122,3
161,4134124,971,3566,0.739,0.664,0.309,1.5,0.0,0.0,0.0,240.0,1.3,28.0,7.6,9.0,2.0,0.0,22.0,21.0,14.0,38.0,0.864,0.668,0.095,0.989,0.595,0.558,0.124,0.83,0.733,0.0204,-0.0031,0.0119,3
162,4157484,977,3575,,,,,,,,,,,,,,,,,,,0.86,0.669,0.102,0.955,0.592,0.545,0.121,0.829,0.944,0.01,-0.0059,0.0105,3
163,4180843,984,3614,0.75,0.201,0.798,1.33,0.0,1.2,0.33,225.0,1.53,33.0,13.7,11.0,13.3,0.0,27.0,26.7,25.7,50.7,0.864,0.664,0.102,0.969,0.588,0.529,0.135,0.83,0.589,0.0363,0.0025,0.0124,3
164,4204383,990,3725,0.656,0.593,0.721,0.0,1.2,2.0,0.0,240.0,1.38,21.5,20.3,6.0,39.5,0.0,18.5,17.0,7.5,74.5,0.888,0.668,0.1,0.976,0.605,0.554,0.129,0.819,0.957,0.0122,-0.0079,0.0117,3
165,4227951,996,3805,0.628,0.737,0.675,0.0,2.0,1.5,0.0,240.0,1.3,28.3,7.1,8.7,0.0,0.0,21.7,19.7,11.3,35.0,0.871,0.666,0.103,0.96,0.602,0.539,0.13,0.82,0.963,0.0127,-0.0054,0.0114,3
166,4251592,1003,3703,0.682,0.619,0.77,0.0,2.0,0.0,0.0,240.0,1.19,22.0,6.2,4.0,3.0,0.0,18.0,16.0,10.0,41.0,0.826,0.661,0.098,0.977,0.614,0.554,0.143,0.832,0.959,0.0149,-0.0074,0.011,3
167,4275252,1009,3657,0.692,0.473,0.684,1.45,0.0,1.0,0.11,239.1,1.35,34.1,9.3,8.0,12.6,0.0,27.0,25.9,22.4,50.1,0.813,0.657,0.123,0.894,0.629,0.557,0.156,0.834,0.581,0.0855,-0.0007,0.0146,3
168,4298758,1016,3640,0.659,0.505,0.639,0.98,1.26,0.86,0.13,238.6,1.39,33.3,10.3,6.7,14.7,0.0,26.9,25.5,19.7,49.8,0.822,0.662,0.111,1.002,0.614,0.555,0.16,0.829,0.684,0.0897,-0.0005,0.0177,3
169,4322599,1022,3673,0.654,0.505,0.671,0.97,0.94,1.12,0.04,239.7,1.42,32.9,10.5,9.0,10.2,0.0,25.7,24.4,20.4,44.3,0.831,0.668,0.104,1.004,0.613,0.53,0.14,0.81,0.305,0.4899,-0.0054,0.0108,3
170,4347943,1029,3769,,,,,,,,,,,,,,,,,,,0.765,0.67,0.053,1.121,0.589,0.529,0.066,0.784,0.941,0.0074,-0.0061,0.0107,3
171,4373287,1036,3826,,,,,,,,,,,,,,,,,,,0.753,0.67,0.085,1.039,0.587,0.544,0.13,0.803,0.908,0.0193,-0.0043,0.0115,3
172,4398631,1042,3891,,,,,,,,,,,,,,,,,,,0.771,0.666,0.07,1.09,0.585,0.561,0.118,0.802,0.925,0.0138,-0.0062,0.0104,3
173,4423975,1049,3913,,,,,,,,,,,,,,,,,,,0.759,0.664,0.081,0.987,0.595,0.545,0.102,0.789,0.921,0.0138,-0.0049,0.0109,3
174,4449319,1055,3856,,,,,,,,,,,,,,,,,,,0.778,0.661,0.078,0.949,0.615,0.558,0.093,0.8,0.929,0.013,-0.0045,0.0114,3
175,4474663,1062,3912,,,,,,,,,,,,,,,,,,,0.794,0.662,0.069,0.994,0.586,0.562,0.085,0.799,0.922,0.0133,-0.0047,0.0111,3
176,4500007,1068,3883,,,,,,,,,,,,,,,,,,,0.788,0.662,0.075,0.981,0.595,0.566,0.091,0.803,0.916,0.0144,-0.0014,0.0113,3
177,4525351,1075,3992,,,,,,,,,,,,,,,,,,,0.787,0.66,0.079,0.93,0.607,0.545,0.092,0.817,0.939,0.0108,-0.0046,0.0109,3
178,4550695,1081,3863,,,,,,,,,,,,,,,,,,,0.83,0.663,0.076,0.91,0.602,0.55,0.074,0.809,0.917,0.014,-0.0046,0.0099,3
179,4576039,1088,3795,,,,,,,,,,,,,,,,,,,0.81,0.661,0.094,0.863,0.605,0.545,0.086,0.804,0.913,0.0133,-0.0057,0.0111,3
180,4601342,1095,3753,0.59,nan,0.57,1.5,nan,0.0,0.0,240.0,1.39,41.0,6.9,8.0,1.0,0.0,32.0,32.0,34.0,47.0,0.818,0.663,0.087,0.92,0.598,0.537,0.091,0.794,0.753,0.0195,0.0004,0.0124,3
181,4626622,1101,3883,,,,,,,,,,,,,,,,,,,0.826,0.666,0.088,0.871,0.607,0.512,0.09,0.805,0.924,0.0113,-0.0048,0.0096,3
182,4651884,1108,3814,0.719,0.682,0.745,1.09,1.2,0.0,0.0,240.0,1.32,31.0,7.6,7.7,2.7,0.0,25.7,24.7,26.3,44.7,0.849,0.665,0.099,0.895,0.603,0.533,0.106,0.809,0.619,0.0326,-0.0009,0.012,3
183,4677187,1114,3889,0.667,0.403,0.598,2.0,0.0,0.0,0.0,240.0,1.34,30.7,8.5,10.0,1.3,0.0,24.3,23.7,20.7,34.3,0.85,0.666,0.094,0.892,0.605,0.521,0.098,0.826,0.647,0.0378,0.0012,0.0151,3
184,4702753,1121,3897,0.689,0.503,0.44,2.4,0.0,0.0,0.0,240.0,1.37,30.5,8.9,11.0,0.5,0.0,24.0,23.0,19.0,35.0,0.84,0.673,0.093,0.864,0.589,0.507,0.096,0.827,0.774,0.0302,-0.0002,0.0163,3
185,4728401,1128,3808,0.795,0.64,0.689,1.2,2.0,0.0,0.33,231.3,1.44,36.0,8.4,10.7,7.0,0.0,28.0,27.3,25.3,52.0,0.734,0.674,0.104,0.853,0.582,0.506,0.117,0.831,0.785,0.0348,-0.0021,0.0121,3
186,4753871,1134,3920,0.647,0.512,0.631,1.11,0.6,1.2,0.15,235.7,1.4,27.5,15.0,8.9,11.6,0.0,21.9,20.8,18.5,46.6,0.759,0.674,0.113,0.849,0.568,0.489,0.103,0.837,0.671,0.0764,0.0002,0.0177,3
187,4779093,1141,3857,0.72,0.493,0.65,0.86,1.33,1.03,0.14,238.3,1.5,38.3,15.5,11.1,9.1,0.0,28.7,27.6,19.0,46.1,0.789,0.677,0.108,0.882,0.562,0.494,0.114,0.817,0.669,0.115,0.0006,0.0169,3
188,4804096,1147,3742,0.705,0.569,0.663,1.11,0.81,0.97,0.01,240.0,1.45,31.9,11.1,11.2,7.5,0.0,24.6,23.2,19.4,43.9,0.805,0.681,0.082,0.965,0.57,0.507,0.082,0.79,0.318,0.4604,-0.0033,0.0121,3
189,4828992,1154,3767,,,,,,,,,,,,,,,,,,,0.804,0.681,0.088,0.872,0.534,0.504,0.075,0.755,0.929,0.0098,-0.0049,0.0132,3
190,4853888,1161,3819,,,,,,,,,,,,,,,,,,,0.775,0.679,0.105,0.948,0.556,0.533,0.125,0.77,0.919,0.0178,-0.0022,0.0128,3
191,4878784,1167,3927,,,,,,,,,,,,,,,,,,,0.783,0.674,0.089,0.975,0.581,0.533,0.108,0.779,0.929,0.0151,-0.0049,0.0111,3
192,4903680,1174,3723,,,,,,,,,,,,,,,,,,,0.812,0.673,0.096,0.939,0.585,0.53,0.118,0.782,0.935,0.0135,-0.0064,0.0113,3
193,4928576,1180,3759,,,,,,,,,,,,,,,,,,,0.843,0.675,0.083,0.964,0.585,0.534,0.108,0.778,0.931,0.012,-0.0063,0.0133,3
194,4953472,1187,3708,,,,,,,,,,,,,,,,,,,0.815,0.671,0.09,0.937,0.579,0.503,0.111,0.786,0.932,0.0114,-0.0056,0.012,3
195,4978368,1194,3797,,,,,,,,,,,,,,,,,,,0.838,0.671,0.079,0.967,0.581,0.535,0.092,0.787,0.933,0.011,-0.0061,0.0094,3
196,5003264,1200,3917,,,,,,,,,,,,,,,,,,,0.838,0.674,0.093,0.882,0.585,0.524,0.093,0.793,0.923,0.0123,-0.0044,0.01,3
197,5028160,1207,3790,,,,,,,,,,,,,,,,,,,0.869,0.669,0.086,0.903,0.589,0.535,0.095,0.784,0.933,0.0094,-0.0066,0.0102,3
198,5053056,1213,3809,,,,,,,,,,,,,,,,,,,0.856,0.671,0.093,0.815,0.595,0.538,0.091,0.789,0.937,0.0089,-0.0064,0.0103,3
199,5078009,1220,3777,0.694,0.782,0.754,0.0,3.0,0.0,0.0,240.0,1.43,27.0,11.5,17.0,24.0,0.0,22.0,20.0,15.0,60.0,0.84,0.668,0.099,0.862,0.585,0.538,0.111,0.792,0.938,0.0101,-0.0058,0.0094,3
200,5102969,1226,3736,,,,,,,,,,,,,,,,,,,0.85,0.67,0.08,0.874,0.595,0.547,0.084,0.794,0.948,0.0083,-0.0058,0.0094,3
201,5127832,1233,3685,0.732,0.304,0.878,1.2,0.0,3.0,0.0,240.0,1.57,35.3,14.6,15.3,8.7,0.0,25.7,24.3,17.7,44.0,0.856,0.667,0.103,0.77,0.591,0.506,0.086,0.793,0.672,0.0288,-0.0005,0.0123,3
202,5152517,1240,3588,0.609,0.61,0.609,0.92,0.0,3.0,0.0,240.0,1.51,33.0,11.2,16.0,4.3,0.0,25.3,23.7,23.0,40.3,0.842,0.667,0.099,0.844,0.597,0.523,0.099,0.781,0.759,0.0247,-0.0023,0.0092,3
203,5176979,1247,3636,0.715,0.698,0.82,1.5,0.0,0.0,0.0,240.0,1.56,33.0,13.3,16.0,16.5,0.0,24.0,22.0,20.5,53.0,0.818,0.67,0.097,0.839,0.596,0.536,0.101,0.789,0.759,0.0285,-0.0004,0.0117,3
204,5201503,1254,3647,0.623,0.497,0.638,1.2,0.6,1.2,0.0,240.0,1.39,25.0,11.2,7.6,13.6,0.0,20.4,18.6,19.2,50.2,0.778,0.666,0.108,0.838,0.585,0.515,0.095,0.794,0.79,0.0305,-0.0013,0.012,3
205,5226100,1260,3597,0.738,0.562,0.645,0.9,1.57,0.4,0.08,238.3,1.41,33.5,9.1,10.2,8.2,0.0,26.3,25.0,20.9,46.7,0.764,0.664,0.118,0.818,0.602,0.526,0.106,0.791,0.696,0.0647,0.0002,0.0149,3
206,5250732,1267,3691,0.65,0.603,0.627,1.21,0.84,0.75,0.1,238.7,1.58,31.1,13.6,15.0,14.9,0.0,22.8,21.1,15.2,46.2,0.791,0.67,0.112,0.838,0.579,0.524,0.109,0.799,0.562,0.1676,-0.001,0.0153,3
207,5275553,1274,3556,0.678,0.441,0.642,1.17,0.73,0.9,0.01,240.0,1.47,33.9,11.5,11.8,6.5,0.0,25.7,24.4,19.4,41.2,0.792,0.668,0.088,0.97,0.587,0.534,0.09,0.773,0.259,0.3997,-0.0027,0.0127,3
208,5300577,1281,3663,,,,,,,,,,,,,,,,,,,0.778,0.673,0.096,0.809,0.583,0.529,0.075,0.778,0.918,0.013,-0.0043,0.0098,3
209,5325601,1288,3664,,,,,,,,,,,,,,,,,,,0.748,0.665,0.096,0.928,0.587,0.527,0.115,0.782,0.902,0.0208,-0.0034,0.0118,3
210,5350625,1295,3583,,,,,,,,,,,,,,,,,,,0.771,0.667,0.076,0.973,0.583,0.524,0.079,0.77,0.939,0.0119,-0.0045,0.0102,3
211,5375649,1302,3678,,,,,,,,,,,,,,,,,,,0.759,0.665,0.079,0.915,0.599,0.53,0.075,0.784,0.936,0.0119,-0.0066,0.0106,3
212,5400673,1309,3604,,,,,,,,,,,,,,,,,,,0.769,0.663,0.083,0.911,0.602,0.531,0.089,0.785,0.925,0.014,-0.0066,0.0118,3
213,5425697,1315,3836,,,,,,,,,,,,,,,,,,,0.797,0.667,0.082,0.921,0.594,0.551,0.091,0.775,0.939,0.0112,-0.0074,0.0098,3
214,5450721,1322,3698,,,,,,,,,,,,,,,,,,,0.793,0.661,0.08,0.912,0.611,0.539,0.075,0.774,0.955,0.0079,-0.0044,0.0109,3
215,5475745,1329,3690,,,,,,,,,,,,,,,,,,,0.775,0.664,0.085,0.875,0.617,0.565,0.077,0.774,0.948,0.0087,-0.0038,0.0106,3
216,5500769,1336,3527,,,,,,,,,,,,,,,,,,,0.78,0.659,0.088,0.851,0.616,0.558,0.082,0.755,0.945,0.0089,-0.0047,0.0105,3
217,5525793,1343,3649,0.742,0.654,nan,1.5,0.0,nan,0.0,240.0,1.48,30.0,11.6,10.0,1.0,0.0,24.0,23.0,17.0,41.0,0.774,0.661,0.088,0.878,0.616,0.554,0.08,0.758,0.749,0.0203,-0.0017,0.0095,3
218,5550817,1349,3764,,,,,,,,,,,,,,,,,,,0.81,0.662,0.084,0.87,0.609,0.56,0.078,0.772,0.947,0.0089,-0.0045,0.0112,3
219,5575723,1356,3628,0.782,nan,0.937,0.0,nan,3.0,1.0,228.4,1.48,41.0,8.0,11.0,3.0,0.0,31.0,29.0,26.0,51.0,0.812,0.667,0.102,0.817,0.594,0.55,0.08,0.768,0.922,0.0125,-0.0047,0.0106,3
220,5600637,1363,3695,0.67,0.468,0.629,0.86,3.0,0.67,0.0,240.0,1.5,41.3,8.9,13.3,1.0,0.0,31.7,30.0,26.0,36.3,0.807,0.66,0.092,0.859,0.599,0.567,0.08,0.777,0.774,0.0234,0.0005,0.0143,3
221,5625402,1369,4378,0.698,0.512,0.707,1.64,0.0,0.75,0.25,238.7,1.61,37.2,12.0,14.0,17.2,0.0,27.0,24.5,14.2,53.5,0.781,0.653,0.102,0.843,0.611,0.584,0.088,0.766,0.645,0.0343,0.0043,0.0096,2
222,5650099,1376,3458,0.635,0.543,0.606,1.33,0.0,0.0,0.5,215.0,1.72,29.0,16.6,21.5,1.0,0.0,19.0,18.0,15.0,28.5,0.758,0.652,0.123,0.838,0.63,0.593,0.12,0.789,0.732,0.0317,-0.0005,0.0115,3
223,5674718,1382,3959,0.711,0.229,0.607,2.18,0.0,0.0,0.12,238.5,1.51,36.2,12.0,12.0,7.5,0.0,27.8,26.4,19.8,40.0,0.751,0.662,0.117,0.826,0.615,0.578,0.117,0.788,0.495,0.0873,-0.0006,0.0168,3
224,5698913,1389,3663,0.714,0.543,0.637,1.2,1.2,0.46,0.12,239.2,1.49,29.3,12.3,12.8,4.0,0.0,21.7,20.4,16.9,38.1,0.786,0.663,0.14,0.865,0.591,0.55,0.126,0.778,0.675,0.0844,-0.0018,0.0192,3
225,5722827,1396,3484,0.683,0.483,0.672,1.12,0.82,0.97,0.08,239.3,1.51,34.7,12.3,12.2,11.7,0.0,26.6,25.1,19.8,45.6,0.775,0.667,0.12,0.891,0.586,0.546,0.119,0.764,0.647,0.1382,-0.0012,0.0164,3
226,5746183,1402,3531,0.677,0.514,0.647,1.09,0.88,0.91,0.0,240.0,1.48,31.1,11.8,12.7,7.4,0.0,23.7,22.4,18.9,42.4,0.792,0.671,0.074,1.052,0.593,0.564,0.086,0.748,0.238,0.2694,-0.0021,0.0104,3
227,5769479,1409,3595,,,,,,,,,,,,,,,,,,,0.768,0.673,0.093,0.898,0.565,0.532,0.085,0.73,0.94,0.0124,-0.0051,0.0129,3
228,5792775,1415,3608,,,,,,,,,,,,,,,,,,,0.767,0.671,0.087,1.013,0.562,0.527,0.112,0.74,0.917,0.0196,-0.0066,0.012,3
229,5816071,1422,3642,,,,,,,,,,,,,,,,,,,0.783,0.668,0.087,0.965,0.57,0.545,0.091,0.715,0.94,0.0121,-0.007,0.0119,3
230,5839367,1428,3461,,,,,,,,,,,,,,,,,,,0.771,0.665,0.085,0.927,0.59,0.545,0.083,0.727,0.946,0.0117,-0.0076,0.0121,3
231,5862663,1435,3502,,,,,,,,,,,,,,,,,,,0.785,0.661,0.086,0.935,0.615,0.571,0.086,0.725,0.945,0.0111,-0.0051,0.0108,3
232,5885959,1442,3443,,,,,,,,,,,,,,,,,,,0.786,0.662,0.092,0.859,0.605,0.571,0.08,0.72,0.952,0.0087,-0.0063,0.0104,3
233,5909255,1448,3513,,,,,,,,,,,,,,,,,,,0.788,0.661,0.096,0.845,0.587,0.564,0.084,0.702,0.949,0.0089,-0.0056,0.0104,3
234,5932551,1455,3532,,,,,,,,,,,,,,,,,,,0.793,0.66,0.093,0.913,0.604,0.568,0.086,0.698,0.946,0.0083,-0.0054,0.01,3
235,5955847,1462,3392,,,,,,,,,,,,,,,,,,,0.804,0.662,0.082,0.873,0.599,0.558,0.077,0.707,0.946,0.0083,-0.0059,0.0099,3
236,5979093,1468,3521,0.796,0.831,nan,1.5,0.0,nan,0.0,240.0,1.43,29.0,10.6,15.0,1.0,0.0,23.0,22.0,14.0,44.0,0.797,0.665,0.097,0.796,0.599,0.542,0.068,0.7,0.753,0.017,-0.0006,0.0119,3
237,6002261,1475,3536,0.548,0.0,0.576,3.0,0.0,0.0,0.0,240.0,1.75,36.0,14.9,21.0,32.0,0.0,24.0,20.0,16.0,58.0,0.813,0.666,0.105,0.859,0.591,0.54,0.086,0.693,0.748,0.0179,0.0005,0.0092,3
238,6025443,1482,3537,0.658,0.706,0.763,0.0,2.0,1.2,0.0,240.0,1.34,27.5,8.8,12.0,4.0,0.0,19.5,17.5,14.0,46.0,0.81,0.666,0.103,0.849,0.602,0.544,0.077,0.696,0.919,0.0128,-0.0035,0.0099,3
239,6048785,1488,3578,0.717,0.695,0.686,0.75,0.86,2.0,0.33,239.6,1.5,28.0,11.7,14.0,11.3,0.0,18.3,17.7,15.0,44.0,0.811,0.671,0.108,0.855,0.586,0.538,0.085,0.705,0.798,0.0213,-0.0023,0.0103,3
240,6072166,1495,3559,0.731,0.457,0.786,1.5,0.0,2.0,0.33,224.5,1.55,35.0,10.6,13.7,32.0,0.0,27.3,25.7,17.7,62.7,0.838,0.665,0.12,0.838,0.592,0.541,0.097,0.711,0.757,0.0289,-0.0017,0.011,3
241,6095706,1502,3389,0.652,0.742,0.569,0.0,2.0,1.5,0.0,240.0,1.57,32.5,11.5,13.0,6.5,0.0,23.0,22.0,14.5,35.0,0.783,0.666,0.128,0.877,0.59,0.543,0.125,0.713,0.966,0.0117,-0.0056,0.0107,3
